"Various Artists","25 Years of Rough Trade Shops: Vol. 4","Mute","Diversity persists throughout these 56 rare and exclusive tracks from the likes of Nick Cave, Lee Perry, Joy Division, I am Kloot, and Boards of Canada. Inevitably, some tracks hit the mark, whereas others do not, but since the entire collection presents a sort of documentary, all have their place.  The styles range from traditional reggae, industrial punk, post-punk, through elctronica, and styles that defy categorization.  The important thing to note is that Rough Trade championed new music that was often recorded on a shoestring budget, and had material that was otherwise impossible to find when it first started out as a shop in West London.  There are so many great tracks here, too many to list really.  Those not familiar with the Chills, a band from New Zealand, will probably be surprised by the wonderful Pink Frost, track 10 on disc 3.  Disc 3 is altogether probably the best.  Disc 4 contains many instrumentals, quite long ones too, such as track 4, which is 12:20. Tracks 3 and 5 on disc 3are also long ones, at over five minutes each.","","",""
"Listing Ship","Time to Dream","True Classical","This Los Angeles quar/sex-tet plays serious folk-pop in a playful mode, with all sorts of cute instrumentation: listen for keys, an upright bass and a mandolin. The liner notes apologize for the singers’ bad French. 21st Century Twee.","","","2.11.7.12.4.1"
"Kind of Like Spitting","In the Red","Hush","Kind Of Like Spitting serves as the primary vehicle for singer/songwriter Ben Barnett, whose songs veer dramatically between sad acoustic bedroom pop and driving rock. The first half of In The Red literally alternates between weepy Elliott Smith lite (plus flute!) and melodic rock a la Built To Spill. Sometimes Barnett's rhetorical gesture are difficult to take seriously; this wouldn't be a problem were it not for the self-conscious intimacy of many tracks. The rockers near the middle of the album are catchy as hell, and the album closes with some great quiet tracks. Track 9's blues is a welcome change, 10's duet is about the closest Barnett gets to Conor Oberst-style self-centered emo, and closer 13's Will Oldham-style Americana ends the album on a forward-looking reflective note.","","","2.8.10.13.9.1"
"Thin Man, the","Greasy Heart","Contraphonic","3rd CD release from UK-born Chicago resident, the Thin Man. Rootsy, carnival vibe with vocals that falll somewhere between Mark E.Smith (The Fall) and Nick Cave.  Lots of accordion and otherinstrumental flourishes.  Excellent guitar work elevates many of thesesongs above the ordinary.  Lyrically, subject matter tends towardgritty, urban slice-of-life stuff.  Sounds like:  Tindersticks, Fall,Pogues, Nick Cave.","","","1.8.9.5.6"
"Chaps","The Monochrome Set","Snapper","The Monochrome Set’s got quirk, spunk and cleverness in spades, but were probably a little too clever (and inconsistent) to get the kind of spotlight that some bands of similar mind have gotten.  Notably ADAM & THE ANTS… which actually shared a few band members with the Monochrome Set when both groups were in their art school infancy in late 70’s Britain.  Luckily, this comp provides the majority of their flashes of brilliance, which are not quite punk, pop, or new wave, but somewhere in-between in this taint of eccentricity, super-self-awareness and fey-as-hell androgeny that few musicians ever discover.  It makes sense that FRANZ FERDINAND love these guys (not a dis, btw!)...  oh and p.s. stick to the early stuff (Disc 1).","","","d1: 2.3.7.18.10.5.9.6.11.14.17.19, d2: 2.15.7.14"
"Sound Directions","The Funky Side of Life","Stones Throw","Just cuz this release was helmed by Madlib [the man in common between Madvillain, Jaylib, and Quasimoto], don’t go around thinking this is hip-hop.  Instead it’s this jazzed-out funk/soundtrack-to-some-1970’s-cop-drama-with-subtle-hints-at-soft-porn shiznit that has way more in common with David Axelrod and that horn-licious theme from our very own “Kate & Rachel’s Old Style Show” than any 21st century “next shit” rap that might merit a feature in Fader.  This is not a bad thing, especially for those who like to ‘lounge’.  [Speaking of David Axelrod, trk 6 is a cover.]","","","5.6.3.8.2"
"Alice Cooper","Alice Cooper","Rhino","Pre-makeup Alice.  A totally psyched out album from 1970.  Alice with piano on a few songs?  Although I love Alice this is one of the best, back when Alice Cooper was a band, not just a guy.  Although the last song is long it sounds like Pink Floyd's Interstellar Overdrive.  Refrigerator Heaven is creepy.","","","2.1.7.5.8"
"My Barbarian","Cloven Soft Shoe","Dirty Talk","Live performances in LA have gained much attention for this theatricalquintet which enhances its shows with dramatic glamour.  The style isreferred to as ""showcore""-a combination of choreography,improvisational comedy, fictional lyrics and costumes.  Their musichas that Broadway, over the top feel; there's something Bob Fosse likeabout it all. Songs cover random subjects, ranging from fantasy storybook characters to having a crush on a dance instructor.  There aremale and female vocals, and both are quite good.","","","6.7.10.13.14.15"
"Domenico + 2","Sincerely Hot","Luka Bop","Two members of this trio are sons of Brazil's musical royalty- Moreno Veloso and Domenico Lancellotti. Like their fathers, they are brilliantly adept at incorporating a variety of influences and creating something unique.  This album is full of surprise: sometimes other instrumentalists or vocalists join in, vocals are traded, paces change.  Bits of samba, Musica Popular Brasileira, bossa nova and electronic music and funky jazz sounds are all used.  More than the melodies, the rhythms are vital throughout the album. 12 is a 5:37 minute instrumental.","","","1.2.4.7.9"
"As Mercenarias","Brasilian post-punk 1982-88","Soul Jazz","Track 2 was included in the Nao Wave and Sexual Savages on the Brazos compilations of Brazilian post-punk.  These collections were compiled separately by two different labels.  That both chose to include this band which existed in relative obscurity is significant. As Mercenarias certainly deserved earlier recognition; the sleeve notes explain conditions in Sao Paulo in the 80s which made it nearly impossible for female bands of this nature to be appreciated.  One of the most salient things about the band is that it began doing mostly straight forward punk.  As the tracks progress the music develops into increasingly unique territory.","","","2.5.8.12.13.14.16"
"Guitar Wolf","Golden Black","Narnack","With this band the case of a best of album means one sustained blast of noise, selected via an online poll by its fan base. The main emphasis is placed on 1998's album, Jet generation, an album claimed by some to be the loudest ever created.  Beyond debate is Guitar Wolf's brutal, primitive, awe-inspiringly raw sound- a sound which comes out of a mixture of rockabilly, punk, and metal. All their albums sound live, and it's worth noting that 11 tracks here open with Seij's count-ins-1,2,3,4.  Their cover of Summertime Blues is stupendous, serving as both a tribute and a total blitz-deconstruction at its finest.","","","6.8.9.21.26"
"Instant Camera","Alive on Departure","Wall to Wall","This is the debut album from an 80s influenced, Louisville quintet. Overall the songs are short, energetic, and show some potential beyond the amalgam of bands which inspired their sound.  Jagged, staccato guitar riffs are Instant Camera's best asset, and the lead singer has a fairly decent voice which calls to mind, maybe, Ric Ocasek.","","","2.3.4.6"
